Numer klatki	Handpose	Gest (SIL)	Gest (etykieta)
278	Palm	
279	Palm	
280	Palm	
281	Palm	
282	Palm	
283	Palm	
284	Palm	
285	Palm	
286	Palm	
287	Palm	
288	Palm	
289	Palm	
290	Palm	
291	Palm	
292	Palm	
293	Palm	
294	Palm	Palm
295	Palm	
296	Palm	
297	Palm	
298	Palm	
299	Palm	
300	Palm	
301	Palm	
302	Palm	
303	One finger	
304	One finger	
305	One finger	
306	One finger	
307	One finger	
308	One finger	
309	One finger	
310	One finger	
311	One finger	
312	One finger	
313	One finger	
314	One finger	
315	One finger	
316	One finger	
317	One finger	
318	One finger	
319	One finger	
320	One finger	
321	One finger	
322	One finger	One finger
323	One finger	
324	One finger	
325	One finger	
326	Fist	
327	Fist	
328	Fist	
329	Fist	
330		
331		
332		
333		
334		
335		
336		
337		
338		
339		
340		
341		
342		
343		
344		
345		
346		
347		
348		
349		
350		
351		
352		
353		
354		
355		
356		
357		
358		
359		
360		
361		
362		
363		
364		
365		
366		
367		
368		
369		
370		
371		
372		
373		
374		
375		
376		
377		
378		
379		
380		
381		
382		
383		
384		
385		
386		
387		
388		
389		
390		
391	One finger	
392	One finger	
393	One finger	
394	One finger	
395	One finger	
396	One finger	
397	One finger	
398	One finger	
399	One finger	
400	One finger	
401	One finger	
402	One finger	
403	One finger	
404	One finger	
405	One finger	
406	One finger	
407	One finger	
408	One finger	
409	One finger	
410	One finger	One finger
411	One finger	
412	One finger	
413	One finger	
414	One finger	
415	One finger	
416	One finger	
417	One finger	
418	One finger	
419	One finger	
420	One finger	
421	One finger	
422	One finger	
423	One finger	
424	One finger	
425	One finger	
426	Fist	
427	One finger	
428	One finger	
429	One finger	
430		
431		
432		
433		
434		
435		
436		
437		
438		
439		
440		
441		
442		
443		
444		
445		
446		
447		
448		
449		
450		
451		
452		
453		
454	Palm	
455	Palm	
456	Palm	
457	Palm	
458	Palm	
459	Palm	
460	Palm	
461	Palm	
462	Palm	
463	Palm	
464	Palm	
465	Palm	
466	Palm	
467	Palm	
468	Palm	
469	Palm	
470	Palm	
